Index,Tag,Atag,Btag,pIC50_MMP12,Smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No
1967,A40B17,A40,B17,6.8,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,14,96,
1968,A40B18,A40,B18,7.5,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,3,>98,
1969,A40B19,A40,B19,7.3,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,4,>98,
1970,A40B20,A40,B20,7.5,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,14,6,>98,
1971,A40B21,A40,B21,4,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,14,34,>98,
1972,A40B22,A40,B22,Inactive,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,42,>98,
1973,A40B23,A40,B23,6.7,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,14,15,>98,
1974,A40B24,A40,B24,5.4,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,38,96,
1975,A40B25,A40,B25,7.3,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,14,2,>98,
1976,A40B26,A40,B26,Not Made,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,14,50,,
1977,A40B27,A40,B27,6.9,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,8,91,
1978,A40B28,A40,B28,4.4,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,14,45,>98,
1979,A40B29,A40,B29,5,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,35,96,
1980,A40B30,A40,B30,Not Made,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,14,10,,
1981,A40B31,A40,B31,5.6,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,21,97,
1982,A40B32,A40,B32,3.9,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,14,48,>98,
1983,A40B33,A40,B33,6.9,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,13,91,
1984,A40B34,A40,B34,4.2,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O)C(C)C,14,40,>98,
1985,A40B35,A40,B35,4.4,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,14,27,>98,
1986,A40B36,A40,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,47,97,
1987,A40B37,A40,B37,Inactive,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,41,97,
1988,A40B38,A40,B38,5.7,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,14,24,92,
1989,A40B39,A40,B39,Inactive,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,43,96,
1990,A40B40,A40,B40,Not Made,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,25,81,
1991,A40B41,A40,B41,Not Made,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,11,87,
1992,A40B42,A40,B42,4.9,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,14,36,90,
1993,A40B43,A40,B43,6.6,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,14,19,96,
1994,A40B44,A40,B44,4.9,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,28,>98,
1995,A40B45,A40,B45,Not Made,OC(=O)[C@H](CCCNC(=O)c1cnccn1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,14,30,,
1996,A40B46,A40,B46,4.8,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,39,96,
1997,A40B47,A40,B47,Not Made,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,31,89,
1998,A40B48,A40,B48,6.9,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,7,92,
1999,A40B49,A40,B49,Not Made,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,46,80,
2000,A40B50,A40,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCNC(=O)c3cnccn3)C(=O)O,14,49,49,
2001,A41B01,A41,B01,6.7,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,15,12,>98,
2002,A41B02,A41,B02,7.5,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,15,5,>98,
2003,A41B03,A41,B03,5.7,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,15,16,>98,
2004,A41B04,A41,B04,7.1,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)cc2)C(=O)O,15,9,>98,
2005,A41B05,A41,B05,4.1,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,15,32,>98,
2006,A41B06,A41,B06,5.2,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,15,37,>98,
2007,A41B07,A41,B07,Not Assayed,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,1,>98,
2008,A41B08,A41,B08,5,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,15,33,>98,
2009,A41B09,A41,B09,Inactive,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,15,23,>98,
2010,A41B10,A41,B10,5.8,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(c2)N(=O)=O)C(=O)O,15,22,>98,
2011,A41B11,A41,B11,6.7,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(NC(=O)C)c2)C(=O)O,15,17,91,
2012,A41B12,A41,B12,6.6,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,15,18,>98,
2013,A41B13,A41,B13,3.9,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,44,>98,
2014,A41B14,A41,B14,4.6,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,15,26,96,
2015,A41B15,A41,B15,5.8,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,15,20,>98,
2016,A41B16,A41,B16,Inactive,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,29,>98,
2017,A41B17,A41,B17,7.1,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,15,14,>98,
2018,A41B18,A41,B18,7.1,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,3,>98,
2019,A41B19,A41,B19,7.3,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,4,>98,
2020,A41B20,A41,B20,7.2,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,15,6,>98,
2021,A41B21,A41,B21,4,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,15,34,98,
2022,A41B22,A41,B22,Inactive,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(C)cccc2C)C(=O)O,15,42,98,
2023,A41B23,A41,B23,7.1,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,15,15,>98,
2024,A41B24,A41,B24,5.1,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,38,>98,
2025,A41B25,A41,B25,7.3,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,15,2,>98,
2026,A41B26,A41,B26,4,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,15,50,>98,
2027,A41B27,A41,B27,7.3,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C)C(=O)O,15,8,>98,
2028,A41B28,A41,B28,4.6,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,15,45,>98,
2029,A41B29,A41,B29,5.1,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,15,35,94,
2030,A41B30,A41,B30,Not Made,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,15,10,60,
2031,A41B31,A41,B31,5.6,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,21,>98,
2032,A41B32,A41,B32,Inactive,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,15,48,>98,Gen-1
2033,A41B33,A41,B33,7.1,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,15,13,>98,
2034,A41B34,A41,B34,Inactive,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O)C(C)C,15,40,>98,
2035,A41B35,A41,B35,4.9,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,15,27,>98,
2036,A41B36,A41,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,47,>98,
2037,A41B37,A41,B37,Inactive,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,41,>98,
2038,A41B38,A41,B38,5.7,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,15,24,96,
2039,A41B39,A41,B39,3.9,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2C(=O)C)C(=O)O,15,43,>98,
2040,A41B40,A41,B40,Not Made,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,15,25,79,
2041,A41B41,A41,B41,7.2,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,11,>98,
2042,A41B42,A41,B42,4.9,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,15,36,>98,
2043,A41B43,A41,B43,6.8,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,15,19,>98,
2044,A41B44,A41,B44,5.9,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,15,28,>98,
2045,A41B45,A41,B45,Not Made,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,15,30,0,
2046,A41B46,A41,B46,4.8,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,39,>98,
2047,A41B47,A41,B47,5.3,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,31,>98,
2048,A41B48,A41,B48,7,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,15,7,>98,
2049,A41B49,A41,B49,4.5,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)NC(C)C)C(=O)O,15,46,>98,
2050,A41B50,A41,B50,Not Made,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,15,49,,
2051,A42B01,A42,B01,6,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccccc3,29,12,>98,
2052,A42B02,A42,B02,6.8,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3,29,5,97,Gen-3
2053,A42B03,A42,B03,5.2,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)N(=O)=O,29,16,>98,
2054,A42B04,A42,B04,6.9,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,9,>98,Gen-9
2055,A42B05,A42,B05,4,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5oc34,29,32,>98,
2056,A42B06,A42,B06,4.9,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc4Sc5ccccc5Sc34,29,37,>98,
2057,A42B07,A42,B07,7.1,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,1,>98,
2058,A42B08,A42,B08,4.6,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)C(F)(F)F,29,33,>98,
2059,A42B09,A42,B09,Not Made,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccccc3N(=O)=O,29,23,34,
2060,A42B10,A42,B10,5.4,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,22,98,
2061,A42B11,A42,B11,5.9,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,17,>98,
2062,A42B12,A42,B12,5.9,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc(F)c3,29,18,>98,
2063,A42B13,A42,B13,Inactive,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,44,>98,
2064,A42B14,A42,B14,4.2,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Cl,29,26,>98,
2065,A42B15,A42,B15,5.6,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccccc3F,29,20,>98,
2066,A42B16,A42,B16,Inactive,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,29,>98,
2067,A42B17,A42,B17,6.4,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,14,>98,
2068,A42B18,A42,B18,7.2,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,3,>98,
2069,A42B19,A42,B19,7,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,4,98,
2070,A42B20,A42,B20,6.8,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,29,6,>98,
2071,A42B21,A42,B21,4.4,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,29,34,>98,
2072,A42B22,A42,B22,Inactive,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,42,96,
2073,A42B23,A42,B23,6.3,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,29,15,>98,
2074,A42B24,A42,B24,4.7,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,38,>98,
2075,A42B25,A42,B25,7.1,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,29,2,>98,
2076,A42B26,A42,B26,Not Made,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,29,50,,
2077,A42B27,A42,B27,6.7,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,8,98,
2078,A42B28,A42,B28,4.1,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,29,45,>98,
2079,A42B29,A42,B29,5.1,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,35,94,
2080,A42B30,A42,B30,5.9,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,29,10,95,
2081,A42B31,A42,B31,5.6,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,21,>98,
2082,A42B32,A42,B32,4.5,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,29,48,>98,
2083,A42B33,A42,B33,6.6,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,13,93,
2084,A42B34,A42,B34,Inactive,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O)C(C)C,29,40,>98,
2085,A42B35,A42,B35,4.9,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,29,27,>98,
2086,A42B36,A42,B36,Not Assayed,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,47,>98,
2087,A42B37,A42,B37,Inactive,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,41,>98,
2088,A42B38,A42,B38,5.1,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,29,24,>98,
2089,A42B39,A42,B39,4.1,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,43,98,
2090,A42B40,A42,B40,5,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,25,97,
2091,A42B41,A42,B41,6.6,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,11,98,
2092,A42B42,A42,B42,4.8,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,29,36,>98,
2093,A42B43,A42,B43,6,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,29,19,>98,
2094,A42B44,A42,B44,4.6,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,28,98,
2095,A42B45,A42,B45,Not Made,OC(=O)[C@H](CC1CC1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,29,30,92,
2096,A42B46,A42,B46,4.8,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,39,>98,
2097,A42B47,A42,B47,4.9,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,31,96,
2098,A42B48,A42,B48,6.3,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,7,>98,
2099,A42B49,A42,B49,4.2,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,46,>98,
2100,A42B50,A42,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CC3CC3)C(=O)O,29,49,,
2101,A43B01,A43,B01,6.1,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3,44,12,>98,
2102,A43B02,A43,B02,6.4,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3,44,5,>98,
2103,A43B03,A43,B03,5.4,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)N(=O)=O,44,16,92,
2104,A43B04,A43,B04,6.5,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,9,93,
2105,A43B05,A43,B05,4.9,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5oc34,44,32,>98,
2106,A43B06,A43,B06,5,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4Sc5ccccc5Sc34,44,37,95,
2107,A43B07,A43,B07,6.6,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,1,98,
2108,A43B08,A43,B08,4.8,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)C(F)(F)F,44,33,>98,
2109,A43B09,A43,B09,4.1,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3N(=O)=O,44,23,>98,
2110,A43B10,A43,B10,5.3,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,22,>98,
2111,A43B11,A43,B11,5.9,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,17,93,
2112,A43B12,A43,B12,5.9,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(F)c3,44,18,>98,
2113,A43B13,A43,B13,4.5,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,44,>98,
2114,A43B14,A43,B14,4.8,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Cl,44,26,>98,
2115,A43B15,A43,B15,5.7,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3F,44,20,>98,
2116,A43B16,A43,B16,4.5,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,29,>98,
2117,A43B17,A43,B17,6.1,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,14,>98,
2118,A43B18,A43,B18,6.6,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,3,>98,
2119,A43B19,A43,B19,6.6,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,4,>98,
2120,A43B20,A43,B20,6.3,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,44,6,>98,
2121,A43B21,A43,B21,4.8,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,44,34,>98,
2122,A43B22,A43,B22,4.8,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,42,>98,
2123,A43B23,A43,B23,6.1,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,44,15,>98,
2124,A43B24,A43,B24,4.9,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,38,98,
2125,A43B25,A43,B25,6.9,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,44,2,>98,
2126,A43B26,A43,B26,Not Made,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,44,50,,
2127,A43B27,A43,B27,Not Made,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,8,89,
2128,A43B28,A43,B28,4.7,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,44,45,>98,
2129,A43B29,A43,B29,4.7,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSc3ccccc3)C(=O)O,44,35,>98,
2130,A43B30,A43,B30,Not Made,OC(=O)[C@H](CSc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,44,10,48,
